in,gib,ksr,mode,model,mlthres,rv_min_ttl,rv_min_freq,rv_max_za,all,hit_fresh,hit_reval,hit_stale,miss_mandatory,miss_expired,miss_evicted,fetches,revals,reval_wasted
cf_a,2048,1,ml,models/rfc_cf_all_v4.onnx,0.8,0,0,0,611934080,545655875,3741208,0,39393977,0,23143020,62536997,4421404,666794
cf_a,2048,1,ml,models/rfc_cf_all_v4.onnx,0.85,0,0,0,611934080,545778451,3115154,0,39393977,0,23646498,63040475,3501318,378861
cf_a,2048,1,ml,models/rfc_cf_all_v4.onnx,0.85,0,0,0,611934080,545778451,3115154,0,39393977,0,23646498,63040475,3501318,378861
cf_a,2048,1,ml,models/rfc_cf_all_v4.onnx,0.7,0,0,0,611934080,545421484,4984436,0,39393977,0,22134183,61528160,6708230,1698240
cf_a,2048,1,ml,models/rfc_cf_all_v4.onnx,0.65,0,0,0,611934080,545216365,6083221,0,39393977,0,21240517,60634494,8944682,2821573
cf_c,2048,1,ml,models/rfc_cf_all_v4.onnx,0.7,0,0,0,585034315,478925773,6007265,0,69164776,0,30936501,100101277,8311986,2258570
cf_a,2048,1,ml,models/rfc_cf_all_v4.onnx,0.95,0,0,0,611934080,546075440,1312226,0,39393977,0,25152437,64546414,1340113,27462
cf_c,2048,1,ml,models/rfc_cf_all_v4.onnx,0.55,0,0,0,585034315,478191550,9558762,0,69164776,0,28119227,97284003,19311804,9668804
cf_c,2048,1,ml,models/rfc_cf_all_v4.onnx,0.8,0,0,0,585034315,479192850,4742324,0,69164776,0,31934365,101099141,5821582,1054098
cf_c,2048,1,ml,models/rfc_cf_all_v4.onnx,0.8,0,0,0,585034315,479192850,4742324,0,69164776,0,31934365,101099141,5821582,1054098
cf_c,2048,1,ml,models/rfc_cf_all_v4.onnx,0.9,0,0,0,585034315,479524128,3030555,0,69164776,0,33314856,102479632,3302045,260149
cf_c,2048,1,ml,models/rfc_cf_all_v4.onnx,0.85,0,0,0,585034315,479347415,3964262,0,69164776,0,32557862,101722638,4566870,584766
cf_c,2048,1,ml,models/rfc_cf_all_v4.onnx,0.75,0,0,0,585034315,479061716,5343594,0,69164776,0,31464229,100629005,6936062,1558480
cf_c,2048,1,ml,models/rfc_cf_all_v4.onnx,0.95,0,0,0,585034315,479729581,1653586,0,69164776,0,34486372,103651148,1712054,54473
cf_e,2048,1,ml,models/rfc_cf_all_v4.onnx,0.55,0,0,0,350792453,301233153,6082266,0,31410803,0,12066231,43477034,10335153,4212225
cf_e,2048,1,ml,models/rfc_cf_all_v4.onnx,0.6,0,0,0,350792453,301380224,5175242,0,31410803,0,12826184,44236987,7770718,2563904
cf_e,2048,1,ml,models/rfc_cf_all_v4.onnx,0.7,0,0,0,350792453,301665638,3639142,0,31410803,0,14076870,45487673,4694170,1039556
cf_e,2048,1,ml,models/rfc_cf_all_v4.onnx,0.65,0,0,0,350792453,301495542,4558887,0,31410803,0,13327221,44738024,6439848,1856342
cf_e,2048,1,ml,models/rfc_cf_all_v4.onnx,0.75,0,0,0,350792453,301765545,3092673,0,31410803,0,14523432,45934235,3792234,688158
cf_e,2048,1,ml,models/rfc_cf_all_v4.onnx,0.95,0,0,0,350792453,302171709,678668,0,31410803,0,16531273,47942076,691884,12935
cf_e,2048,1,ml,models/rfc_cf_all_v4.onnx,0.85,0,0,0,350792453,301959426,2012237,0,31410803,0,15409987,46820790,2219945,203436
