in,gib,ksr,mode,model,mlthres,rv_min_ttl,rv_min_freq,rv_max_za,all,hit_fresh,hit_reval,hit_stale,miss_mandatory,miss_expired,miss_evicted,fetches,revals,reval_wasted
cf_g,2048,8,ml,models/rfc_cf_all_v4.onnx,0.8,0,0,0,43402541,37006772,462160,0,3828322,0,2105287,5933609,524055,60978
fb_a,2048,8,ml,models/rfc_cf_all_v4.onnx,0.5,0,0,0,4735117,1721234,24065,0,1839131,0,1150687,2989818,5440750,5416639
fb_a,2048,8,ml,models/rfc_cf_all_v4.onnx,0.6,0,0,0,4735117,1722056,14582,0,1839131,0,1159348,2998479,55965,41370
fb_a,2048,8,ml,models/rfc_cf_all_v4.onnx,0.55,0,0,0,4735117,1721769,17546,0,1839131,0,1156671,2995802,76455,58892
fb_a,2048,8,ml,models/rfc_cf_all_v4.onnx,0.65,0,0,0,4735117,1722387,11735,0,1839131,0,1161864,3000995,38714,26969
fb_a,2048,8,ml,models/rfc_cf_all_v4.onnx,0.7,0,0,0,4735117,1722615,8745,0,1839131,0,1164626,3003757,23882,15131
cf_c,2048,8,ml,models/rfc_cf_all_v4.onnx,0.55,0,0,0,94025982,80479506,1412049,0,8642727,0,3491700,12134427,2639920,1217420
cf_c,2048,8,ml,models/rfc_cf_all_v4.onnx,0.5,0,0,0,94025982,80408338,1876504,0,8642727,0,3098413,11741140,106380209,104490530
fb_a,2048,8,ml,models/rfc_cf_all_v4.onnx,0.75,0,0,0,4735117,1722853,6718,0,1839131,0,1166415,3005546,13642,6924
fb_a,2048,8,ml,models/rfc_cf_all_v4.onnx,0.8,0,0,0,4735117,1723122,4321,0,1839131,0,1168543,3007674,7637,3316
fb_a,2048,8,ml,models/rfc_cf_all_v4.onnx,0.85,0,0,0,4735117,1723373,2409,0,1839131,0,1170204,3009335,3724,1315
fb_a,2048,8,ml,models/rfc_cf_all_v4.onnx,0.9,0,0,0,4735117,1723586,876,0,1839131,0,1171524,3010655,1147,271
fb_a,2048,8,ml,models/rfc_cf_all_v4.onnx,0.95,0,0,0,4735117,1723667,91,0,1839131,0,1172228,3011359,126,35
cf_a,2048,8,ml,models/rfc_cf_all_v4.onnx,0.5,0,0,0,79445928,71119061,1370422,0,4924988,0,2031457,6956445,120919493,119540576
cf_a,2048,8,ml,models/rfc_cf_all_v4.onnx,0.6,0,0,0,79445928,71181049,819775,0,4924988,0,2520116,7445104,1286466,460882
cf_a,2048,8,ml,models/rfc_cf_all_v4.onnx,0.55,0,0,0,79445928,71155117,997470,0,4924988,0,2368353,7293341,1887332,883160
cf_g,2048,8,ml,models/rfc_cf_all_v4.onnx,0.9,0,0,0,43402541,37038151,243154,0,3828322,0,2292914,6121236,254620,11117
cf_g,2048,8,ml,models/rfc_cf_all_v4.onnx,0.95,0,0,0,43402541,37052624,132424,0,3828322,0,2389171,6217493,134884,2406
cf_g,2048,8,ml,models/rfc_cf_all_v4.onnx,1,0,0,0,43402541,37062732,0,0,3828322,0,2511487,6339809,0,0
fb_b,2048,8,ml,models/rfc_cf_all_v4.onnx,0.5,0,0,0,12830715,3686538,81800,0,4618725,0,4443652,9062377,901202,819384
fb_a,2048,8,ml,models/rfc_cf_all_v4.onnx,1,0,0,0,4735117,1723674,0,0,1839131,0,1172312,3011443,0,0
fb_b,2048,8,ml,models/rfc_cf_all_v4.onnx,0.55,0,0,0,12830715,3688781,51240,0,4618725,0,4471969,9090694,215351,164098
fb_b,2048,8,ml,models/rfc_cf_all_v4.onnx,0.6,0,0,0,12830715,3689928,41231,0,4618725,0,4480831,9099556,155673,114431
fb_b,2048,8,ml,models/rfc_cf_all_v4.onnx,0.65,0,0,0,12830715,3690718,33414,0,4618725,0,4487858,9106583,108056,74635
fb_b,2048,8,ml,models/rfc_cf_all_v4.onnx,0.7,0,0,0,12830715,3691587,19823,0,4618725,0,4500580,9119305,54767,34940
fb_b,2048,8,ml,models/rfc_cf_all_v4.onnx,0.75,0,0,0,12830715,3692112,15930,0,4618725,0,4503948,9122673,36665,20734
fb_b,2048,8,ml,models/rfc_cf_all_v4.onnx,0.85,0,0,0,12830715,3693208,5887,0,4618725,0,4512895,9131620,9838,3951
fb_b,2048,8,ml,models/rfc_cf_all_v4.onnx,0.8,0,0,0,12830715,3692653,10406,0,4618725,0,4508931,9127656,21165,10758
fb_b,2048,8,ml,models/rfc_cf_all_v4.onnx,0.9,0,0,0,12830715,3693680,2155,0,4618725,0,4516155,9134880,3010,855
fb_b,2048,8,ml,models/rfc_cf_all_v4.onnx,1,0,0,0,12830715,3693931,0,0,4618725,0,4518059,9136784,0,0
fb_b,2048,8,ml,models/rfc_cf_all_v4.onnx,0.95,0,0,0,12830715,3693899,226,0,4618725,0,4517865,9136590,256,30
fb_c,2048,8,ml,models/rfc_cf_all_v4.onnx,0.5,0,0,0,10844841,3403797,46054,0,4321828,0,3073162,7394990,1846188,1800064
fb_c,2048,8,ml,models/rfc_cf_all_v4.onnx,0.6,0,0,0,10844841,3405601,29481,0,4321828,0,3087931,7409759,101823,72327
fb_c,2048,8,ml,models/rfc_cf_all_v4.onnx,0.55,0,0,0,10844841,3404967,34762,0,4321828,0,3083284,7405112,144101,109319
fb_c,2048,8,ml,models/rfc_cf_all_v4.onnx,0.65,0,0,0,10844841,3406028,25975,0,4321828,0,3091010,7412838,77444,51454
fb_c,2048,8,ml,models/rfc_cf_all_v4.onnx,0.7,0,0,0,10844841,3406562,20982,0,4321828,0,3095469,7417297,49839,28847
fb_c,2048,8,ml,models/rfc_cf_all_v4.onnx,0.75,0,0,0,10844841,3407311,16077,0,4321828,0,3099625,7421453,31284,15203
fb_c,2048,8,ml,models/rfc_cf_all_v4.onnx,0.8,0,0,0,10844841,3407865,11920,0,4321828,0,3103228,7425056,20185,8262
fb_c,2048,8,ml,models/rfc_cf_all_v4.onnx,0.85,0,0,0,10844841,3408675,6170,0,4321828,0,3108168,7429996,8917,2746
fb_c,2048,8,ml,models/rfc_cf_all_v4.onnx,0.9,0,0,0,10844841,3409104,3052,0,4321828,0,3110857,7432685,3706,654
fb_c,2048,8,ml,models/rfc_cf_all_v4.onnx,0.95,0,0,0,10844841,3409324,167,0,4321828,0,3113522,7435350,191,24
fb_c,2048,8,ml,models/rfc_cf_all_v4.onnx,1,0,0,0,10844841,3409342,0,0,4321828,0,3113671,7435499,0,0
wm_t,2048,8,ml,models/rfc_cf_all_v4.onnx,0.6,0,0,0,24444951,18244288,2122690,0,2237271,0,1840702,4077973,3058606,868245
wm_t,2048,8,ml,models/rfc_cf_all_v4.onnx,0.5,0,0,0,24444951,18169225,2579991,0,2237271,0,1458464,3695735,4386019,1673208
wm_t,2048,8,ml,models/rfc_cf_all_v4.onnx,0.55,0,0,0,24444951,18194965,2413097,0,2237271,0,1599618,3836889,3821984,1310698
wm_t,2048,8,ml,models/rfc_cf_all_v4.onnx,0.7,0,0,0,24444951,18356698,1511078,0,2237271,0,2339904,4577175,1810265,272337
wm_t,2048,8,ml,models/rfc_cf_all_v4.onnx,0.65,0,0,0,24444951,18298828,1811430,0,2237271,0,2097422,4334693,2347059,492763
wm_t,2048,8,ml,models/rfc_cf_all_v4.onnx,0.75,0,0,0,24444951,18401527,1283661,0,2237271,0,2522492,4759763,1457652,156491
wm_t,2048,8,ml,models/rfc_cf_all_v4.onnx,0.8,0,0,0,24444951,18438717,1094077,0,2237271,0,2674886,4912157,1199006,93014
wm_t,2048,8,ml,models/rfc_cf_all_v4.onnx,0.9,0,0,0,24444951,18544833,503137,0,2237271,0,3159710,5396981,511627,6509
wm_t,2048,8,ml,models/rfc_cf_all_v4.onnx,0.95,0,0,0,24444951,18586055,4850,0,2237271,0,3616775,5854046,4861,7
wm_t,2048,8,ml,models/rfc_cf_all_v4.onnx,0.85,0,0,0,24444951,18483957,861081,0,2237271,0,2862642,5099913,907461,39876
wm_t,2048,8,ml,models/rfc_cf_all_v4.onnx,1,0,0,0,24444951,18586145,0,0,2237271,0,3621535,5858806,0,0
cf_e,2048,8,ml,models/rfc_cf_all_v4.onnx,0.5,0,0,0,42492124,36301229,964770,0,3927654,0,1298471,5226125,232037846,231065726
cf_g,2048,8,ml,models/rfc_cf_all_v4.onnx,0.55,0,0,0,43402541,36926033,1082987,0,3828322,0,1565199,5393521,1744877,656857
cf_g,2048,8,ml,models/rfc_cf_all_v4.onnx,0.5,0,0,0,43402541,36901333,1338589,0,3828322,0,1334297,5162619,474790634,473444719
