in,gib,ksr,cache_type,mode,model,mlthres,rv_min_ttl,rv_min_freq,rv_max_za,evict_expired,all,hit_fresh,hit_reval,hit_stale,miss_mandatory,miss_expired,miss_evicted,fetches,revals,reval_wasted
wm_t,2048,1,lru,ml,models/v10_wm_rfc.onnx,0.54,0,0,3.4028234663852886e+38,true,112860000,85014294,7173318,0,10194645,0,10477743,20672388,8631516,1416563
wm_u,2048,8,lru,ml,models/v10_wm_rfc.onnx,0.52,0,0,3.4028234663852886e+38,true,177900394,161090822,7692423,0,3023543,0,6093606,9117149,8506114,813335
wm_t,2048,1,lru,ml,models/v10_wm_rfc.onnx,0.5,0,0,3.4028234663852886e+38,true,112860000,84949823,7489209,0,10194645,0,10226323,20420968,9175628,1640129
wm_t,2048,1,lru,ml,models/v10_wm_rfc.onnx,0.52,0,0,3.4028234663852886e+38,true,112860000,84978781,7344754,0,10194645,0,10341820,20536465,8922093,1534834
wm_u,2048,8,lru,ml,models/v10_wm_rfc.onnx,0.5,0,0,3.4028234663852886e+38,true,177900394,161067938,7805861,0,3023543,0,6003052,9026595,8683422,876931
wm_u,2048,8,lru,ml,models/v10_wm_rfc.onnx,0.54,0,0,3.4028234663852886e+38,true,177900394,161112191,7588009,0,3023543,0,6176651,9200194,8355613,769283
