in,gib,ksr,cache_type,mode,model,mlthres,rv_min_ttl,rv_min_freq,rv_max_za,evict_expired,all,hit_fresh,hit_reval,hit_stale,miss_mandatory,miss_expired,miss_evicted,fetches,revals,reval_wasted
fb_c,2048,1,gdsf,never,,1,0,0,0,true,54719391,33627919,0,0,20138436,0,953036,21091472,0,0
wm_t,2048,1,fifo,never,,1,0,0,0,true,112860000,86179949,0,0,10194645,0,16485406,26680051,0,0
wm_t,2048,1,arc,never,,1,0,0,0,true,112860000,86179949,0,0,10194645,0,16485406,26680051,0,0
cf_h,2048,1,gdsf,never,,1,0,0,0,true,183539538,158717730,0,0,16577098,0,8244710,24821808,0,0
cf_d,2048,1,gdsf,never,,1,0,0,0,true,360809964,302675732,0,0,42324238,0,15809994,58134232,0,0
wm_u,2048,8,sieve,never,,1,0,0,0,true,177900394,162073841,0,0,3023543,0,12803010,15826553,0,0
wm_u,2048,8,fifo,never,,1,0,0,0,true,177900394,162073841,0,0,3023543,0,12803010,15826553,0,0
wm_u,2048,8,lru,never,,1,0,0,0,true,177900394,162073841,0,0,3023543,0,12803010,15826553,0,0
wm_t,2048,1,gdsf,never,,1,0,0,0,true,112860000,86179949,0,0,10194645,0,16485406,26680051,0,0
wm_u,2048,8,arc,never,,1,0,0,0,true,177900394,162073841,0,0,3023543,0,12803010,15826553,0,0
wm_u,2048,8,gdsf,never,,1,0,0,0,true,177900394,162073841,0,0,3023543,0,12803010,15826553,0,0
