in,gib,ksr,cache_type,mode,model,mlthres,rv_min_ttl,rv_min_freq,rv_max_za,all,hit_fresh,hit_reval,hit_stale,miss_mandatory,miss_expired,miss_evicted,fetches,revals,reval_wasted
cf_f,2048,1,gdsf,ml,models/v8_cf_rfc.onnx,0.85,0,0,0,390182208,342103199,1881993,0,32923596,0,13273420,46197016,2020872,135302
cf_f,2048,1,gdsf,ml,models/v8_cf_rfc.onnx,0.75,0,0,0,390182208,341878027,3196597,0,32923596,0,12183988,45107584,3825791,620176
cf_f,2048,1,fifo,ml,models/v8_cf_rfc.onnx,0.95,0,0,0,390182208,335367700,152815,0,32923596,0,21738097,54661693,154632,1767
cf_f,2048,1,fifo,ml,models/v8_cf_rfc.onnx,1,0,0,0,390182208,335391942,0,0,32923596,0,21866670,54790266,0,0
cf_f,2048,1,gdsf,ml,models/v8_cf_rfc.onnx,0.9,0,0,0,390182208,342252438,900778,0,32923596,0,14105396,47028992,935714,33665
cf_g,2048,1,lru,ml,models/v8_cf_rfc.onnx,0.75,0,0,0,305423259,255705982,3664931,0,30637283,0,15415063,46052346,4530359,855910
cf_f,2048,1,gdsf,ml,models/v8_cf_rfc.onnx,1,0,0,0,390182208,342330492,0,0,32923596,0,14928120,47851716,0,0
cf_g,2048,1,lru,ml,models/v8_cf_rfc.onnx,0.8,0,0,0,305423259,255803486,2159238,0,30637283,0,16823252,47460535,2447782,281624
cf_f,2048,1,gdsf,ml,models/v8_cf_rfc.onnx,0.95,0,0,0,390182208,342321012,170334,0,32923596,0,14767266,47690862,172158,1757
cf_g,2048,1,lru,ml,models/v8_cf_rfc.onnx,0.9,0,0,0,305423259,256029088,870111,0,30637283,0,17886777,48524060,901585,29557
cf_g,2048,1,lru,ml,models/v8_cf_rfc.onnx,0.85,0,0,0,305423259,255920881,1600846,0,30637283,0,17264249,47901532,1718124,113209
cf_g,2048,1,lru,ml,models/v8_cf_rfc.onnx,0.95,0,0,0,305423259,256099877,139952,0,30637283,0,18546147,49183430,141799,1676
cf_g,2048,1,lru,ml,models/v8_cf_rfc.onnx,1,0,0,0,305423259,256107404,0,0,30637283,0,18678572,49315855,0,0
cf_g,2048,1,sieve,ml,models/v8_cf_rfc.onnx,0.75,0,0,0,305423259,254750240,3683275,0,30637283,0,16352461,46989744,4571917,878958
cf_g,2048,1,sieve,ml,models/v8_cf_rfc.onnx,0.9,0,0,0,305423259,255147723,850844,0,30637283,0,18787409,49424692,883017,30266
cf_g,2048,1,sieve,ml,models/v8_cf_rfc.onnx,0.95,0,0,0,305423259,255234146,138064,0,30637283,0,19413766,50051049,139912,1677
cf_g,2048,1,sieve,ml,models/v8_cf_rfc.onnx,0.85,0,0,0,305423259,255025039,1556915,0,30637283,0,18204022,48841305,1676345,115285
cf_g,2048,1,sieve,ml,models/v8_cf_rfc.onnx,0.8,0,0,0,305423259,254887641,2124147,0,30637283,0,17774188,48411471,2418215,287044
cf_g,2048,1,sieve,ml,models/v8_cf_rfc.onnx,1,0,0,0,305423259,255243469,0,0,30637283,0,19542507,50179790,0,0
cf_g,2048,1,arc,ml,models/v8_cf_rfc.onnx,0.85,0,0,0,305423259,252932830,1316361,0,30637283,0,20536785,51174068,1397960,80541
cf_g,2048,1,arc,ml,models/v8_cf_rfc.onnx,0.75,0,0,0,305423259,252990295,3362978,0,30637283,0,18432703,49069986,4142576,776293
cf_g,2048,1,arc,ml,models/v8_cf_rfc.onnx,0.8,0,0,0,305423259,252998300,1830914,0,30637283,0,19956762,50594045,2043831,210691
cf_g,2048,1,arc,ml,models/v8_cf_rfc.onnx,0.9,0,0,0,305423259,252624630,651687,0,30637283,0,21509659,52146942,670859,18839
cf_g,2048,1,fifo,ml,models/v8_cf_rfc.onnx,0.8,0,0,0,305423259,253343446,2026377,0,30637283,0,19416153,50053436,2325450,293149
cf_g,2048,1,fifo,ml,models/v8_cf_rfc.onnx,0.85,0,0,0,305423259,253501268,1436452,0,30637283,0,19848256,50485539,1556115,116471
cf_g,2048,1,fifo,ml,models/v8_cf_rfc.onnx,0.75,0,0,0,305423259,253165674,3666792,0,30637283,0,17953510,48590793,4570082,894256
cf_g,2048,1,fifo,ml,models/v8_cf_rfc.onnx,0.9,0,0,0,305423259,253648977,771199,0,30637283,0,20365800,51003083,803664,31116
cf_g,2048,1,arc,ml,models/v8_cf_rfc.onnx,0.95,0,0,0,305423259,252330627,77954,0,30637283,0,22377395,53014678,78937,968
cf_g,2048,1,gdsf,ml,models/v8_cf_rfc.onnx,0.85,0,0,0,305423259,258641473,1600758,0,30637283,0,14543745,45181028,1717927,113097
cf_g,2048,1,arc,ml,models/v8_cf_rfc.onnx,1,0,0,0,305423259,252264265,0,0,30637283,0,22521711,53158994,0,0
cf_g,2048,1,gdsf,ml,models/v8_cf_rfc.onnx,0.75,0,0,0,305423259,258428595,3664884,0,30637283,0,12692497,43329780,4529599,855079
cf_g,2048,1,gdsf,ml,models/v8_cf_rfc.onnx,0.8,0,0,0,305423259,258525153,2159190,0,30637283,0,14101633,44738916,2447427,281241
cf_g,2048,1,gdsf,ml,models/v8_cf_rfc.onnx,0.9,0,0,0,305423259,258748580,870086,0,30637283,0,15167310,45804593,901550,29549
cf_g,2048,1,gdsf,ml,models/v8_cf_rfc.onnx,0.95,0,0,0,305423259,258819025,139949,0,30637283,0,15827002,46464285,141796,1676
cf_g,2048,1,fifo,ml,models/v8_cf_rfc.onnx,0.95,0,0,0,305423259,253784802,122697,0,30637283,0,20878477,51515760,124512,1713
cf_g,2048,1,fifo,ml,models/v8_cf_rfc.onnx,1,0,0,0,305423259,253807981,0,0,30637283,0,20977995,51615278,0,0
cf_g,2048,1,gdsf,ml,models/v8_cf_rfc.onnx,1,0,0,0,305423259,258826357,0,0,30637283,0,15959619,46596902,0,0
cf_h,2048,1,lru,ml,models/v8_cf_rfc.onnx,0.75,0,0,0,322920612,276046770,3414871,0,29307352,0,14151619,43458971,4221795,799092
cf_h,2048,1,lru,ml,models/v8_cf_rfc.onnx,0.8,0,0,0,322920612,276131328,2056320,0,29307352,0,15425612,44732964,2335802,273899
cf_h,2048,1,lru,ml,models/v8_cf_rfc.onnx,0.95,0,0,0,322920612,276281244,129933,0,29307352,0,17202083,46509435,131668,1646
cf_h,2048,1,lru,ml,models/v8_cf_rfc.onnx,0.85,0,0,0,322920612,276238805,1529272,0,29307352,0,15845183,45152535,1643739,111473
cf_h,2048,1,lru,ml,models/v8_cf_rfc.onnx,0.9,0,0,0,322920612,276251526,847919,0,29307352,0,16513815,45821167,877829,28689
cf_h,2048,1,lru,ml,models/v8_cf_rfc.onnx,1,0,0,0,322920612,276288630,0,0,29307352,0,17324630,46631982,0,0
cf_h,2048,1,sieve,ml,models/v8_cf_rfc.onnx,0.75,0,0,0,322920612,275620867,3414274,0,29307352,0,14578119,43885471,4224571,802511
cf_h,2048,1,sieve,ml,models/v8_cf_rfc.onnx,0.8,0,0,0,322920612,275706527,2045366,0,29307352,0,15861367,45168719,2325777,274840
cf_h,2048,1,sieve,ml,models/v8_cf_rfc.onnx,0.85,0,0,0,322920612,275817790,1517166,0,29307352,0,16278304,45585656,1631841,111711
cf_h,2048,1,sieve,ml,models/v8_cf_rfc.onnx,0.9,0,0,0,322920612,275835795,842707,0,29307352,0,16934758,46242110,872626,28702
cf_h,2048,1,sieve,ml,models/v8_cf_rfc.onnx,0.95,0,0,0,322920612,275870017,129278,0,29307352,0,17613965,46921317,131013,1646
cf_h,2048,1,sieve,ml,models/v8_cf_rfc.onnx,1,0,0,0,322920612,275878317,0,0,29307352,0,17734943,47042295,0,0
cf_h,2048,1,arc,ml,models/v8_cf_rfc.onnx,0.8,0,0,0,322920612,274207549,1818378,0,29307352,0,17587333,46894685,2040948,220859
cf_h,2048,1,arc,ml,models/v8_cf_rfc.onnx,0.75,0,0,0,322920612,274187435,3188859,0,29307352,0,16236966,45544318,3929195,737690
cf_h,2048,1,arc,ml,models/v8_cf_rfc.onnx,0.85,0,0,0,322920612,274148212,1317904,0,29307352,0,18147144,47454496,1405970,87292
cf_h,2048,1,arc,ml,models/v8_cf_rfc.onnx,0.9,0,0,0,322920612,273939932,708844,0,29307352,0,18964484,48271836,730146,21073
cf_h,2048,1,fifo,ml,models/v8_cf_rfc.onnx,0.75,0,0,0,322920612,274034613,3399859,0,29307352,0,16178788,45486140,4222576,815475
cf_h,2048,1,fifo,ml,models/v8_cf_rfc.onnx,0.8,0,0,0,322920612,274172251,1961994,0,29307352,0,17479015,46786367,2244336,277532
cf_h,2048,1,arc,ml,models/v8_cf_rfc.onnx,0.95,0,0,0,322920612,273741009,90295,0,29307352,0,19781956,49089308,91465,1160
cf_h,2048,1,fifo,ml,models/v8_cf_rfc.onnx,0.9,0,0,0,322920612,274339933,793298,0,29307352,0,18480029,47787381,823826,29522
cf_h,2048,1,gdsf,ml,models/v8_cf_rfc.onnx,0.85,0,0,0,322920612,278202842,1529012,0,29307352,0,13881406,43188758,1643370,111360
cf_h,2048,1,fifo,ml,models/v8_cf_rfc.onnx,0.85,0,0,0,322920612,274297633,1429969,0,29307352,0,17885658,47193010,1545555,113144
cf_h,2048,1,arc,ml,models/v8_cf_rfc.onnx,1,0,0,0,322920612,273689680,0,0,29307352,0,19923580,49230932,0,0
cf_h,2048,1,gdsf,ml,models/v8_cf_rfc.onnx,0.8,0,0,0,322920612,278097256,2055913,0,29307352,0,13460091,42767443,2335139,273576
cf_h,2048,1,gdsf,ml,models/v8_cf_rfc.onnx,0.75,0,0,0,322920612,278013857,3414364,0,29307352,0,12185039,41492391,4220768,798481
cf_h,2048,1,gdsf,ml,models/v8_cf_rfc.onnx,0.9,0,0,0,322920612,278214259,847796,0,29307352,0,14551205,43858557,877678,28662
cf_h,2048,1,gdsf,ml,models/v8_cf_rfc.onnx,0.95,0,0,0,322920612,278242916,129921,0,29307352,0,15240423,44547775,131653,1643
cf_h,2048,1,gdsf,ml,models/v8_cf_rfc.onnx,1,0,0,0,322920612,278249918,0,0,29307352,0,15363342,44670694,0,0
cf_h,2048,1,fifo,ml,models/v8_cf_rfc.onnx,0.95,0,0,0,322920612,274411689,122337,0,29307352,0,19079234,48386586,124124,1703
cf_h,2048,1,fifo,ml,models/v8_cf_rfc.onnx,1,0,0,0,322920612,274426438,0,0,29307352,0,19186822,48494174,0,0
