in,gib,ksr,cache_type,mode,model,mlthres,rv_min_ttl,rv_min_freq,rv_max_za,all,hit_fresh,hit_reval,hit_stale,miss_mandatory,miss_expired,miss_evicted,fetches,revals,reval_wasted
fb_c,2048,1,fifo,ml,models/v8_fb_rfc.onnx,0.75,0,0,0,96068462,50664299,573772,0,34573735,0,10256656,44830391,106237851,105648264
fb_c,2048,1,arc,ml,models/v8_fb_rfc.onnx,0.75,0,0,0,96068462,46954428,607458,0,34573735,0,13932841,48506576,148889274,148261657
fb_c,2048,1,arc,ml,models/v8_fb_rfc.onnx,0.7,0,0,0,96068462,46958574,624845,0,34573735,0,13911308,48485043,174538334,173890700
fb_c,2048,1,fifo,ml,models/v8_fb_rfc.onnx,0.7,0,0,0,96068462,50663298,581108,0,34573735,0,10250321,44824056,117637048,117040046
fb_c,2048,1,gdsf,ml,models/v8_fb_rfc.onnx,0.8,0,0,0,96068462,59566824,661748,0,34573735,0,1266155,35839890,432326854,431617155
fb_c,2048,1,gdsf,ml,models/v8_fb_rfc.onnx,0.75,0,0,0,96068462,59559491,700468,0,34573735,0,1234768,35808503,524111726,523356719
fb_c,2048,1,gdsf,ml,models/v8_fb_rfc.onnx,0.7,0,0,0,96068462,59548880,741688,0,34573735,0,1204159,35777894,583167441,582357228
fb_b,2048,1,gdsf,ml,models/v8_fb_rfc.onnx,0.8,0,0,0,102876031,62025545,1652676,0,36942103,0,2255707,39197810,1613527801,1611806139
fb_b,2048,1,gdsf,ml,models/v8_fb_rfc.onnx,0.75,0,0,0,102876031,62012333,1729796,0,36942103,0,2191799,39133902,1953678936,1951870388
fb_b,2048,1,gdsf,ml,models/v8_fb_rfc.onnx,0.7,0,0,0,102876031,61997063,1785385,0,36942103,0,2151480,39093583,2178348119,2176465527
