in,gib,ksr,mode,model,mlthres,rv_min_ttl,rv_min_freq,rv_max_za,all,hit_fresh,hit_reval,hit_stale,miss_mandatory,miss_expired,miss_evicted,fetches,revals,reval_wasted
cf_e,2048,1,ml,models/v8_cf_rfc.onnx,0.65,0,0,0,350792453,301427997,5447243,0,31410803,0,12506410,43917213,60302847,54832550
cf_e,2048,1,ml,models/v8_cf_rfc.onnx,0.85,0,0,0,350792453,302028152,1670737,0,31410803,0,15682761,47093564,1802145,127895
cf_e,2048,1,ml,models/v8_cf_rfc.onnx,0.95,0,0,0,350792453,302225086,166228,0,31410803,0,16990336,48401139,168172,1855
cf_e,2048,1,ml,models/v8_cf_rfc.onnx,0.9,0,0,0,350792453,302156017,819305,0,31410803,0,16406328,47817131,852694,32158
cf_e,2048,1,ml,models/v8_cf_rfc.onnx,1,0,0,0,350792453,302232510,0,0,31410803,0,17149140,48559943,0,0
cf_g,2048,1,ml,models/v8_cf_rfc.onnx,0.7,0,0,0,305423259,255554937,4602391,0,30637283,0,14628648,45265931,6244006,1629610
cf_g,2048,1,ml,models/v8_cf_rfc.onnx,0.65,0,0,0,305423259,255339268,6407820,0,30637283,0,13038888,43676171,28412251,21981727
cf_g,2048,1,ml,models/v8_cf_rfc.onnx,0.75,0,0,0,305423259,255705982,3664931,0,30637283,0,15415063,46052346,4530359,855910
cf_g,2048,1,ml,models/v8_cf_rfc.onnx,0.8,0,0,0,305423259,255803486,2159238,0,30637283,0,16823252,47460535,2447782,281624
cf_g,2048,1,ml,models/v8_cf_rfc.onnx,0.9,0,0,0,305423259,256029088,870111,0,30637283,0,17886777,48524060,901585,29557
cf_g,2048,1,ml,models/v8_cf_rfc.onnx,0.85,0,0,0,305423259,255920881,1600846,0,30637283,0,17264249,47901532,1718124,113209
cf_g,2048,1,ml,models/v8_cf_rfc.onnx,0.95,0,0,0,305423259,256099877,139952,0,30637283,0,18546147,49183430,141799,1676
cf_c,2048,1,ml,models/v8_cf_rfc.onnx,0.6,0,0,0,585034315,478038518,12035933,0,69164776,0,25795088,94959864,489809846,477696324
cf_g,2048,1,ml,models/v8_cf_rfc.onnx,1,0,0,0,305423259,256107404,0,0,30637283,0,18678572,49315855,0,0
cf_e,2048,1,ml,models/v8_cf_rfc.onnx,0.6,0,0,0,350792453,301211661,6938776,0,31410803,0,11231213,42642016,613253462,606278700
cf_a,2048,1,ml,models/v8_cf_rfc.onnx,0.6,0,0,0,611934080,544777880,10191043,0,39393977,0,17571180,56965157,455049484,444811058
cf_a,2048,1,ml,models/v8_cf_rfc.onnx,0.65,0,0,0,611934080,544966307,8628499,0,39393977,0,18945297,58339274,65263156,56598931
cf_a,2048,1,ml,models/v8_cf_rfc.onnx,0.55,0,0,0,611934080,544618566,11746209,0,39393977,0,16175328,55569305,1092296701,1080488353
cf_g,2048,1,ml,models/v8_cf_rfc.onnx,0.6,0,0,0,305423259,255174285,7858141,0,30637283,0,11753550,42390833,1004345286,996452244
cf_a,2048,1,ml,models/v8_cf_rfc.onnx,1,0,0,0,611934080,546199566,0,0,39393977,0,26340537,65734514,0,0
cf_c,2048,1,ml,models/v8_cf_rfc.onnx,0.55,0,0,0,585034315,477738887,14233211,0,69164776,0,23897441,93062217,1348611819,1334274197
cf_e,2048,1,ml,models/v8_cf_rfc.onnx,0.55,0,0,0,350792453,301055938,8012497,0,31410803,0,10313215,41724018,2311615222,2303550704
cf_g,2048,1,ml,models/v8_cf_rfc.onnx,0.55,0,0,0,305423259,255065560,8920438,0,30637283,0,10799978,41437261,3964969338,3955996743
