in,gib,ksr,mode,model,mlthres,rv_min_ttl,rv_min_freq,rv_max_za,all,hit_fresh,hit_reval,hit_stale,miss_mandatory,miss_expired,miss_evicted,fetches,revals,reval_wasted
cf_a,2048,8,ml,models/rfc_fb_all_v4.onnx,0.9,0,0,0,79445928,71217969,606536,0,4924988,0,2696435,7621423,893381,282750
cf_a,2048,8,ml,models/rfc_fb_all_v4.onnx,0.85,0,0,0,79445928,71212938,630332,0,4924988,0,2677670,7602658,962026,326679
cf_c,2048,8,ml,models/rfc_fb_all_v4.onnx,0.8,0,0,0,94025982,80554372,994952,0,8642727,0,3833931,12476658,1595044,591719
cf_c,2048,8,ml,models/rfc_fb_all_v4.onnx,0.85,0,0,0,94025982,80561354,973396,0,8642727,0,3848505,12491232,1509055,527989
cf_c,2048,8,ml,models/rfc_fb_all_v4.onnx,0.9,0,0,0,94025982,80568824,945227,0,8642727,0,3869204,12511931,1407827,455999
cf_c,2048,8,ml,models/rfc_fb_all_v4.onnx,0.95,0,0,0,94025982,80624672,670384,0,8642727,0,4088199,12730926,835646,162052
cf_c,2048,8,ml,models/rfc_fb_all_v4.onnx,1,0,0,0,94025982,80712124,0,0,8642727,0,4671131,13313858,0,0
cf_c,2048,8,ml,models/rfc_fb_all_v4.onnx,0.75,0,0,0,94025982,80319713,2178344,0,8642727,0,2885198,11527925,2081149485,2078915811
