infile,capacity_mb,key_sample_ratio,evict_expired,rv_enable,rv_min_ttl,rv_min_freq,rv_max_zone_amp,all,hit_fresh,hit_reval,hit_stale,miss_mandatory,miss_expired,miss_evicted,fetches,revals,reval_wasted
cf_g,2048,1,true,true,120,4,2,305423259,255541266,1711430,0,30637283,0,17533280,48170563,2893280,1119063
fb23_c,2048,1,true,true,60,2,2,96069531,37134349,1313828,0,34573902,0,23047452,57621354,8074806,6752960
fb23_c,2048,1,true,true,5,6,2,96069531,37284974,330811,0,34573902,0,23879844,58453746,1123977,792141
cf_g,2048,1,true,true,60,4,2,305423259,255535578,1747993,0,30637283,0,17502405,48139688,2941651,1130871
cf_c,2048,1,true,true,45,6,2,585034315,479343112,2132111,0,69164776,0,34394316,103559092,3099309,943774
cf_c,2048,1,true,true,5,6,2,585034315,479268308,2894243,0,69164776,0,33706988,102871764,3929095,1011427
fb23_a,2048,1,true,true,5,7,2,50114817,26074044,151285,0,14706046,0,9183442,23889488,384542,232899
fb23_b,2048,1,true,true,15,5,2,102880352,32504329,395684,0,36942641,0,33037698,69980339,1316243,919342
cf_c,2048,1,true,true,1,1,2,585034315,477245639,9353085,0,69164776,0,29270815,98435591,51797708,42164640
fb23_a,2048,1,true,true,45,5,2,50114817,26060403,233602,0,14706046,0,9114766,23820812,602183,368020
fb23_c,2048,1,true,true,60,7,2,96069531,37294024,270228,0,34573902,0,23931377,58505279,851695,580673
cf_c,2048,1,true,true,5,8,2,585034315,479387513,2245276,0,69164776,0,34236750,103401526,2916109,654575
cf_g,2048,1,true,true,45,1,2,305423259,255032945,4354136,0,30637283,0,15398895,46036178,18276706,13677845
fb23_b,2048,1,true,true,30,3,2,102880352,32448897,791744,0,36942641,0,32697070,69639711,3251618,2456895
cf_g,2048,1,true,true,1,5,2,305423259,255557196,1826874,0,30637283,0,17401906,48039189,3568376,1691941
fb23_b,2048,1,true,true,5,8,2,102880352,32530193,214489,0,36942641,0,33193029,70135670,632656,417534
fb23_a,2048,1,true,true,5,2,2,50114817,25996400,663418,0,14706046,0,8748953,23454999,4020158,3353304
fb23_a,2048,1,true,true,15,2,2,50114817,25996400,663418,0,14706046,0,8748953,23454999,4020158,3353304
cf_g,2048,1,true,true,15,5,2,305423259,255571727,1701887,0,30637283,0,17512362,48149645,3072620,1321172
fb23_c,2048,1,true,true,45,5,2,96069531,37271968,414382,0,34573902,0,23809279,58383181,1487637,1071887
cf_e,2048,1,true,true,30,7,2,350792453,301922283,1160145,0,31410803,0,16299222,47710025,1949616,770078
cf_c,2048,1,true,true,5,7,2,585034315,479337292,2522077,0,69164776,0,34010170,103174946,3336353,794871
cf_c,2048,1,true,true,15,8,2,585034315,479399894,1983345,0,69164776,0,34486300,103651076,2638269,638666
fb23_c,2048,1,true,true,120,6,2,96069531,37285000,330510,0,34573902,0,23880119,58454021,1123526,791991
fb23_c,2048,1,true,true,60,4,2,96069531,37248793,557175,0,34573902,0,23689661,58263563,2108265,1549125
cf_e,2048,1,true,true,1,4,2,350792453,301759947,2095947,0,31410803,0,15525756,46936559,3949520,1821325
cf_g,2048,1,true,true,30,7,2,305423259,255647636,1291067,0,30637283,0,17847273,48484556,2187211,861815
cf_c,2048,1,true,true,30,1,2,585034315,477404417,8041888,0,69164776,0,30423234,99588010,41988239,33666425
fb23_a,2048,1,true,true,30,7,2,50114817,26074044,151285,0,14706046,0,9183442,23889488,384542,232899
cf_c,2048,1,true,true,45,3,2,585034315,478945684,3723592,0,69164776,0,33200263,102365039,6752699,2973458
fb23_b,2048,1,true,true,15,7,2,102880352,32525020,251569,0,36942641,0,33161122,70103763,764981,512664
fb23_c,2048,1,true,true,30,8,2,96069531,37299375,230578,0,34573902,0,23965676,58539578,675438,444212
cf_e,2048,1,true,true,60,2,2,350792453,301515480,3174812,0,31410803,0,14691358,46102161,6548411,3311344
cf_a,2048,1,true,true,60,4,2,611934080,545623394,2758144,0,39393977,0,24158565,63552542,4334790,1555503
cf_e,2048,1,true,true,45,5,2,350792453,301855901,1472429,0,31410803,0,16053320,47464123,2360050,861277
cf_g,2048,1,true,true,120,7,2,305423259,255660418,1106260,0,30637283,0,18019298,48656581,1753146,612557
cf_g,2048,1,true,true,30,8,2,305423259,255669743,1153479,0,30637283,0,17962754,48600037,1917480,734239
cf_c,2048,1,true,true,45,2,2,585034315,478601813,4879932,0,69164776,0,32387794,101552570,11230426,6254310
cf_g,2048,1,true,true,15,1,2,305423259,254932925,5080570,0,30637283,0,14772481,45409764,27932566,22607262
cf_c,2048,1,true,true,45,8,2,585034315,479440905,1634728,0,69164776,0,34793906,103958682,2262782,611798
cf_e,2048,1,true,true,5,3,2,350792453,301647364,2596896,0,31410803,0,15137390,46548193,5356841,2718154
cf_g,2048,1,true,true,15,2,2,305423259,255222172,3393100,0,30637283,0,16170704,46807987,8975526,5459185
cf_a,2048,1,true,true,45,2,2,611934080,545323809,4251652,0,39393977,0,22964642,62358619,8798367,4485113
cf_c,2048,1,true,true,1,6,2,585034315,479264380,2916065,0,69164776,0,33689094,102853870,3953702,1014212
fb23_a,2048,1,true,true,30,3,2,50114817,26028914,427032,0,14706046,0,8952825,23658871,1440578,1012058
fb23_b,2048,1,true,true,1,1,2,102880352,32227733,3080584,0,36942641,0,30629394,67572035,70375023,67217095
cf_a,2048,1,true,true,60,8,2,611934080,545807747,1680024,0,39393977,0,25052332,64446309,2359327,670797
fb23_c,2048,1,true,true,30,4,2,96069531,37248716,558093,0,34573902,0,23688820,58262722,2109470,1549412
fb23_a,2048,1,true,true,1,7,2,50114817,26074044,151285,0,14706046,0,9183442,23889488,384542,232899
cf_g,2048,1,true,true,1,2,2,305423259,255153492,3862686,0,30637283,0,15769798,46407081,11303802,7317875
cf_e,2048,1,true,true,60,1,2,350792453,301217512,4905057,0,31410803,0,13259081,44669884,19813390,14757024
cf_g,2048,1,true,true,15,4,2,305423259,255505142,2030757,0,30637283,0,17250077,47887360,3887454,1793910
cf_e,2048,1,true,true,60,5,2,350792453,301855902,1472423,0,31410803,0,16053325,47464128,2360035,861268
cf_c,2048,1,true,true,1,2,2,585034315,478366952,6521265,0,69164776,0,30981322,100146098,14258976,7641509
fb23_b,2048,1,true,true,45,2,2,102880352,32380223,1346968,0,36942641,0,32210520,69153161,9759941,8404854
fb23_c,2048,1,true,true,60,3,2,96069531,37207769,804285,0,34573902,0,23483575,58057477,3351658,2544010
fb23_b,2048,1,true,true,15,8,2,102880352,32530193,214489,0,36942641,0,33193029,70135670,632656,417534
fb23_c,2048,1,true,true,5,1,2,96069531,37008873,2620150,0,34573902,0,21866606,56440508,57998254,55304509
cf_e,2048,1,true,true,1,3,2,350792453,301636739,2717713,0,31410803,0,15027198,46438001,5519953,2760449
cf_g,2048,1,true,true,30,1,2,305423259,254934136,5070614,0,30637283,0,14781226,45418509,27845175,22529827
cf_e,2048,1,true,true,5,7,2,350792453,301920635,1200159,0,31410803,0,16260856,47671659,2122738,903186
fb23_b,2048,1,true,true,60,7,2,102880352,32525023,251491,0,36942641,0,33161197,70103838,764900,512661
cf_c,2048,1,true,true,5,3,2,585034315,478789367,4916571,0,69164776,0,32163601,101328377,8295662,3323432
cf_g,2048,1,true,true,45,8,2,305423259,255678292,1002651,0,30637283,0,18105033,48742316,1573611,541198
cf_a,2048,1,true,true,45,3,2,611934080,545511196,3333528,0,39393977,0,23695379,63089356,5703329,2337160
cf_e,2048,1,true,true,60,6,2,350792453,301898884,1248592,0,31410803,0,16234174,47644977,1978640,707747
cf_e,2048,1,true,true,120,4,2,350792453,301796387,1760230,0,31410803,0,15825033,47235836,2899482,1107008
cf_a,2048,1,true,true,45,7,2,611934080,545782217,1854110,0,39393977,0,24903776,64297753,2642922,778726
fb23_c,2048,1,true,true,5,7,2,96069531,37294008,270415,0,34573902,0,23931206,58505108,852003,580794
cf_g,2048,1,true,true,120,6,2,305423259,255634193,1250851,0,30637283,0,17900932,48538215,2006156,714690
cf_c,2048,1,true,true,120,4,2,585034315,479156119,2864198,0,69164776,0,33849222,103013998,4648734,1745548
fb23_a,2048,1,true,true,120,5,2,50114817,26060403,233602,0,14706046,0,9114766,23820812,602183,368020
cf_g,2048,1,true,true,120,1,2,305423259,255060102,4163568,0,30637283,0,15562306,46199589,17142263,12733971
cf_a,2048,1,true,true,30,6,2,611934080,545709681,2553898,0,39393977,0,24276524,63670501,3557623,991490
cf_e,2048,1,true,true,1,6,2,350792453,301886089,1425888,0,31410803,0,16069673,47480476,2534846,1086656
fb23_c,2048,1,true,true,1,4,2,96069531,37248716,558095,0,34573902,0,23688818,58262720,2109473,1549413
cf_g,2048,1,true,true,45,4,2,305423259,255535569,1748027,0,30637283,0,17502380,48139663,2941710,1130896
cf_a,2048,1,true,true,120,5,2,611934080,545707571,2276909,0,39393977,0,24555623,63949600,3443462,1151004
fb23_a,2048,1,true,true,45,4,2,50114817,26047997,309448,0,14706046,0,9051326,23757372,868023,557784
cf_c,2048,1,true,true,1,7,2,585034315,479334819,2537826,0,69164776,0,33996894,103161670,3353541,796310
cf_a,2048,1,true,true,15,5,2,611934080,545642437,2945693,0,39393977,0,23951973,63345950,4204633,1243387
fb23_b,2048,1,true,true,120,5,2,102880352,32504340,395510,0,36942641,0,33037861,69980502,1316056,919329
fb23_c,2048,1,true,true,120,4,2,96069531,37248793,557175,0,34573902,0,23689661,58263563,2108265,1549125
fb23_c,2048,1,true,true,120,5,2,96069531,37271968,414382,0,34573902,0,23809279,58383181,1487637,1071887
cf_a,2048,1,true,true,15,3,2,611934080,545390409,4264418,0,39393977,0,22885276,62279253,6893730,2596667
cf_c,2048,1,true,true,45,4,2,585034315,479138741,2996197,0,69164776,0,33734601,102899377,4830856,1795668
fb23_c,2048,1,true,true,45,1,2,96069531,37009637,2611879,0,34573902,0,21874113,56448015,57642920,54957446
fb23_b,2048,1,true,true,5,2,2,102880352,32380044,1348484,0,36942641,0,32209183,69151824,9761674,8405071
fb23_a,2048,1,true,true,45,7,2,50114817,26074044,151282,0,14706046,0,9183445,23889491,384530,232890
cf_c,2048,1,true,true,120,7,2,585034315,479405363,1790255,0,69164776,0,34673921,103838697,2530355,720698
fb23_c,2048,1,true,true,120,7,2,96069531,37294024,270228,0,34573902,0,23931377,58505279,851695,580673
cf_a,2048,1,true,true,15,1,2,611934080,544668628,7852954,0,39393977,0,20018521,59412498,28367961,20325860
fb23_b,2048,1,true,true,5,5,2,102880352,32504329,395684,0,36942641,0,33037698,69980339,1316243,919342
fb23_b,2048,1,true,true,30,4,2,102880352,32483436,543468,0,36942641,0,32910807,69853448,1960232,1414972
cf_g,2048,1,true,true,45,7,2,305423259,255658975,1118430,0,30637283,0,18008571,48645854,1768315,615556
cf_e,2048,1,true,true,5,1,2,350792453,301125324,5606081,0,31410803,0,12650245,44061048,28651400,22893960
fb23_c,2048,1,true,true,1,7,2,96069531,37294008,270415,0,34573902,0,23931206,58505108,852003,580794
cf_g,2048,1,true,true,60,7,2,305423259,255658980,1118420,0,30637283,0,18008576,48645859,1768305,615556
fb23_b,2048,1,true,true,45,7,2,102880352,32525023,251491,0,36942641,0,33161197,70103838,764900,512661
fb23_a,2048,1,true,true,1,8,2,50114817,26077411,128497,0,14706046,0,9202863,23908909,331215,202399
fb23_a,2048,1,true,true,45,2,2,50114817,25996495,662616,0,14706046,0,8749660,23455706,4012583,3346531
cf_g,2048,1,true,true,120,2,2,305423259,255305450,2833955,0,30637283,0,16646571,47283854,6090126,3132930
fb23_c,2048,1,true,true,5,2,2,96069531,37133912,1317890,0,34573902,0,23043827,57617729,8083605,6757697
cf_e,2048,1,true,true,15,1,2,350792453,301154204,5367225,0,31410803,0,12860221,44271024,24838810,19320234
fb23_c,2048,1,true,true,1,3,2,96069531,37207580,806295,0,34573902,0,23481754,58055656,3354409,2544751
cf_g,2048,1,true,true,30,3,2,305423259,255397929,2528682,0,30637283,0,16859365,47496648,5422978,2809822
fb23_a,2048,1,true,true,30,1,2,50114817,25945261,1241318,0,14706046,0,8222192,22928238,23144670,21877785
cf_e,2048,1,true,true,45,4,2,350792453,301789747,1802477,0,31410803,0,15789426,47200229,2965131,1130410
fb23_a,2048,1,true,true,15,6,2,50114817,26068076,187445,0,14706046,0,9153250,23859296,481303,293416
cf_a,2048,1,true,true,30,7,2,611934080,545755044,2264980,0,39393977,0,24520079,63914056,3103588,828522
fb23_b,2048,1,true,true,60,4,2,102880352,32483463,543159,0,36942641,0,32911089,69853730,1959899,1414948
fb23_c,2048,1,true,true,1,8,2,96069531,37299375,230578,0,34573902,0,23965676,58539578,675438,444212
cf_e,2048,1,true,true,1,5,2,350792453,301836556,1695234,0,31410803,0,15849860,47260663,3077739,1356160
fb23_c,2048,1,true,true,1,2,2,96069531,37133912,1318676,0,34573902,0,23043041,57616943,8087565,6760871
fb23_a,2048,1,true,true,15,4,2,50114817,26047989,309513,0,14706046,0,9051269,23757315,868164,557860
fb23_c,2048,1,true,true,15,2,2,96069531,37133912,1317890,0,34573902,0,23043827,57617729,8083605,6757697
fb23_a,2048,1,true,true,15,8,2,50114817,26077411,128497,0,14706046,0,9202863,23908909,331215,202399
cf_g,2048,1,true,true,1,4,2,305423259,255480353,2206333,0,30637283,0,17099290,47736573,4608398,2339278
cf_e,2048,1,true,true,15,7,2,350792453,301922096,1162571,0,31410803,0,16296983,47707786,1952119,770155
fb23_b,2048,1,true,true,30,7,2,102880352,32525020,251569,0,36942641,0,33161122,70103763,764981,512664
cf_e,2048,1,true,true,1,7,2,350792453,301918577,1233606,0,31410803,0,16229467,47640270,2162067,909068
cf_c,2048,1,true,true,60,5,2,585034315,479264861,2495055,0,69164776,0,34109623,103274399,3771790,1247250
fb23_a,2048,1,true,true,1,3,2,50114817,26028914,427045,0,14706046,0,8952812,23658858,1440611,1012078
cf_g,2048,1,true,true,60,8,2,305423259,255678296,1002644,0,30637283,0,18105036,48742319,1573605,541199
cf_g,2048,1,true,true,60,5,2,305423259,255593011,1466621,0,30637283,0,17726344,48363627,2389020,872838
fb23_a,2048,1,true,true,15,7,2,50114817,26074044,151285,0,14706046,0,9183442,23889488,384542,232899
fb23_c,2048,1,true,true,15,3,2,96069531,37207580,806266,0,34573902,0,23481783,58055685,3354331,2544702
fb23_a,2048,1,true,true,5,3,2,50114817,26028914,427032,0,14706046,0,8952825,23658871,1440578,1012058
fb23_c,2048,1,true,true,5,4,2,96069531,37248716,558093,0,34573902,0,23688820,58262722,2109470,1549412
cf_c,2048,1,true,true,120,6,2,585034315,479351224,2054307,0,69164776,0,34464008,103628784,2993232,915502
cf_c,2048,1,true,true,5,2,2,585034315,478386511,6401107,0,69164776,0,31081921,100246697,14040100,7542791
fb23_b,2048,1,true,true,30,5,2,102880352,32504329,395684,0,36942641,0,33037698,69980339,1316243,919342
cf_e,2048,1,true,true,45,2,2,350792453,301515473,3174860,0,31410803,0,14691317,46102120,6548600,3311485
fb23_b,2048,1,true,true,1,5,2,102880352,32504329,395684,0,36942641,0,33037698,69980339,1316243,919342
fb23_b,2048,1,true,true,45,1,2,102880352,32254499,3025236,0,36942641,0,30657976,67600617,68024737,64922157
fb23_c,2048,1,true,true,1,1,2,96069531,37003820,2653515,0,34573902,0,21838294,56412196,58793991,56066881
cf_a,2048,1,true,true,60,1,2,611934080,544964211,5917557,0,39393977,0,21658335,61052312,22119639,16012995
cf_c,2048,1,true,true,30,8,2,585034315,479400652,1975802,0,69164776,0,34493085,103657861,2630623,638563
cf_c,2048,1,true,true,45,1,2,585034315,477562544,7007906,0,69164776,0,31299089,100463865,32906203,25618645
cf_g,2048,1,true,true,5,1,2,305423259,254915693,5257156,0,30637283,0,14613127,45250410,34053594,28551704
cf_e,2048,1,true,true,120,5,2,350792453,301860158,1443516,0,31410803,0,16077976,47488779,2315022,845162
cf_a,2048,1,true,true,60,5,2,611934080,545697192,2361511,0,39393977,0,24481400,63875377,3538110,1161046
cf_c,2048,1,true,true,15,4,2,585034315,479062850,3559280,0,69164776,0,33247409,102412185,5485697,1887422
cf_c,2048,1,true,true,120,3,2,585034315,478972088,3538940,0,69164776,0,33358511,102523287,6479050,2884465
cf_a,2048,1,true,true,120,6,2,611934080,545754159,2008272,0,39393977,0,24777672,64171649,2945901,925396
fb23_b,2048,1,true,true,5,3,2,102880352,32448897,791744,0,36942641,0,32697070,69639711,3251618,2456895
cf_a,2048,1,true,true,30,1,2,611934080,544676769,7799787,0,39393977,0,20063547,59457524,28177183,20188250
