in,gib,ksr,cache_type,mode,model,mlthres,rv_min_ttl,rv_min_freq,rv_max_za,evict_expired,all,hit_fresh,hit_reval,hit_stale,miss_mandatory,miss_expired,miss_evicted,fetches,revals,reval_wasted
cf_a,2048,1,lru,oracle,,1,0,0,0,true,348839958,312710425,4723743,0,21824172,0,9581618,31405790,5159271,284107
cf_a,2048,1,lru,oracle,,2,0,0,0,true,348839958,312534175,5882855,0,21824172,0,8598756,30422928,7603966,1540069
cf_a,2048,1,lru,oracle,,3,0,0,0,true,348839958,312438930,6511897,0,21824172,0,8064959,29889131,9630434,2906957
cf_a,2048,1,sieve,oracle,,4,0,0,0,true,348839958,311422232,7122864,0,21824172,0,8470690,30294862,11835018,4500702
cf_a,2048,1,sieve,oracle,,3,0,0,0,true,348839958,311488716,6676875,0,21824172,0,8850195,30674367,9964047,3080669
cf_a,2048,1,arc,oracle,,1,0,0,0,true,348839958,311258514,4868351,0,21824172,0,10888921,32713093,5429138,334491
cf_a,2048,1,arc,oracle,,2,0,0,0,true,348839958,311168483,5992301,0,21824172,0,9855002,31679174,7893127,1595486
cf_a,2048,1,arc,oracle,,3,0,0,0,true,348839958,311109348,6626467,0,21824172,0,9279971,31104143,9896114,2880280
cf_a,2048,1,arc,oracle,,4,0,0,0,true,348839958,311056667,7084457,0,21824172,0,8874662,30698834,11706625,4218363
cf_a,2048,1,fifo,oracle,,2,0,0,0,true,348839958,308492042,6441060,0,21824172,0,12082684,33906856,8728794,2127355
cf_a,2048,1,fifo,oracle,,1,0,0,0,true,348839958,308856347,5177428,0,21824172,0,12982011,34806183,5942165,627843
cf_a,2048,1,lru,oracle,,4,0,0,0,true,348839958,312382295,6951135,0,21824172,0,7682356,29506528,11450169,4280610
cf_a,2048,1,gdsf,oracle,,1,0,0,0,true,348839958,316149500,5279499,0,21824172,0,5586787,27410959,5634582,2706
cf_a,2048,1,gdsf,oracle,,2,0,0,0,true,348839958,315981814,6506284,0,21824172,0,4527688,26351860,8262001,1214616
cf_a,2048,1,sieve,oracle,,2,0,0,0,true,348839958,311605143,6027158,0,21824172,0,9383485,31207657,7878551,1673278
