in,gib,ksr,cache_type,mode,model,mlthres,rv_min_ttl,rv_min_freq,rv_max_za,evict_expired,all,hit_fresh,hit_reval,hit_stale,miss_mandatory,miss_expired,miss_evicted,fetches,revals,reval_wasted
cf_c,2048,1,fifo,never,,1,0,0,0,false,585034315,468626761,0,2347696,69164776,16957136,27937946,97102722,0,0
cf_a,2048,1,sieve,never,,1,0,0,0,false,611934080,542262787,0,2246843,39393977,15117918,12912555,52306532,0,0
cf_a,2048,1,arc,never,,1,0,0,0,false,611934080,539477668,0,2251384,39393977,16289192,14521859,53915836,0,0
cf_d,2048,1,lru,never,,1,0,0,0,false,633171872,511173420,0,3696995,74905308,20105097,23291052,98196360,0,0
cf_d,2048,1,fifo,never,,1,0,0,0,false,633171872,505451619,0,3206700,74905308,17809108,31799137,106704445,0,0
cf_e,2048,1,lru,never,,1,0,0,0,false,350792453,299890245,0,1003803,31410803,12522370,5965232,37376035,0,0
cf_d,2048,1,sieve,never,,1,0,0,0,false,633171872,510080810,0,3690533,74905308,19798995,24696226,99601534,0,0
cf_d,2048,1,arc,never,,1,0,0,0,false,633171872,508127179,0,3712898,74905308,21466677,24959810,99865118,0,0
cf_e,2048,1,sieve,never,,1,0,0,0,false,350792453,299356623,0,1003839,31410803,12408413,6612775,38023578,0,0
cf_e,2048,1,arc,never,,1,0,0,0,false,350792453,299062725,0,1003035,31410803,12579214,6736676,38147479,0,0
cf_f,2048,1,lru,never,,1,0,0,0,false,390182208,335570226,0,1586440,32923596,13651567,6450379,39373975,0,0
cf_f,2048,1,lru,never,,1,0,0,0,false,390182208,335570226,0,1586440,32923596,13651567,6450379,39373975,0,0
cf_e,2048,1,fifo,never,,1,0,0,0,false,350792453,296599288,0,989374,31410803,11673973,10119015,41529818,0,0
cf_a,2048,1,fifo,never,,1,0,0,0,false,611934080,538044951,0,2193196,39393977,13773496,18528460,57922437,0,0
cf_b,2048,1,lru,never,,1,0,0,0,false,737911396,653765715,0,2780744,45745872,19699010,15920055,61665927,0,0
cf_a,2048,1,gdsf,never,,1,0,0,0,false,611934080,550296271,0,2257388,39393977,19176821,809623,40203600,0,0
cf_a,2048,1,lru,never,,1,0,0,0,false,611934080,543213162,0,2254520,39393977,15241130,11831291,51225268,0,0
cf_c,2048,1,sieve,never,,1,0,0,0,false,585034315,472781194,0,2750683,69164776,18776291,21561371,90726147,0,0
cf_c,2048,1,sieve,never,,1,0,0,0,false,585034315,472781194,0,2750683,69164776,18776291,21561371,90726147,0,0
cf_c,2048,1,arc,never,,1,0,0,0,false,585034315,470513946,0,2777124,69164776,20174852,22403617,91568393,0,0
cf_c,2048,1,gdsf,never,,1,0,0,0,false,585034315,486319580,0,2796433,69164776,25034362,1719164,70883940,0,0
cf_f,2048,1,sieve,never,,1,0,0,0,false,390182208,335006493,0,1584058,32923596,13523792,7144269,40067865,0,0
cf_f,2048,1,fifo,never,,1,0,0,0,false,390182208,332041698,0,1575185,32923596,12770625,10871104,43794700,0,0
cf_g,2048,1,lru,never,,1,0,0,0,false,305423259,254536449,0,439128,30637283,13659990,6150409,36787692,0,0
cf_g,2048,1,fifo,never,,1,0,0,0,false,305423259,252063663,0,417503,30637283,12590953,9713857,40351140,0,0
cf_e,2048,1,gdsf,never,,1,0,0,0,false,350792453,304334688,0,1004453,31410803,13780199,262310,31673113,0,0
cf_h,2048,1,lru,never,,1,0,0,0,false,322920612,274350050,0,771473,29307352,13344632,5147105,34454457,0,0
cf_g,2048,1,sieve,never,,1,0,0,0,false,305423259,254118726,0,437889,30637283,13506157,6723204,37360487,0,0
cf_g,2048,1,arc,never,,1,0,0,0,false,305423259,253127680,0,435811,30637283,13755805,7466680,38103963,0,0
cf_f,2048,1,arc,never,,1,0,0,0,false,390182208,334639982,0,1584401,32923596,13706790,7327439,40251035,0,0
fb_a,2048,1,lru,never,,1,0,0,0,false,50113746,33048983,0,0,14705869,938210,1420684,16126553,0,0
cf_h,2048,1,sieve,never,,1,0,0,0,false,322920612,273980908,0,770075,29307352,13187130,5675147,34982499,0,0
fb_a,2048,1,sieve,never,,1,0,0,0,false,50113746,32918964,0,0,14705869,927284,1561629,16267498,0,0
fb_a,2048,1,fifo,never,,1,0,0,0,false,50113746,32655951,0,0,14705869,905636,1846290,16552159,0,0
fb_a,2048,1,arc,never,,1,0,0,0,false,50113746,31610997,0,0,14705869,867126,2929754,17635623,0,0
cf_h,2048,1,fifo,never,,1,0,0,0,false,322920612,272226050,0,654561,29307352,12299730,8432919,37740271,0,0
fb_b,2048,1,sieve,never,,1,0,0,0,false,102876031,50458842,0,0,36942103,2154307,13320779,50262882,0,0
fb_a,2048,1,gdsf,never,,1,0,0,0,false,50113746,34312645,0,0,14705869,1051337,43895,14749764,0,0
fb_b,2048,1,lru,never,,1,0,0,0,false,102876031,50753835,0,0,36942103,2153554,13026539,49968642,0,0
cf_h,2048,1,arc,never,,1,0,0,0,false,322920612,273325957,0,768449,29307352,13530844,5988010,35295362,0,0
fb_b,2048,1,arc,never,,1,0,0,0,false,102876031,45136459,0,0,36942103,1896144,18901325,55843428,0,0
fb_b,2048,1,fifo,never,,1,0,0,0,false,102876031,49570366,0,0,36942103,2106616,14256946,51199049,0,0
fb_c,2048,1,lru,never,,1,0,0,0,false,96068462,51674532,0,0,34573735,771866,9048329,43622064,0,0
fb_c,2048,1,sieve,never,,1,0,0,0,false,96068462,51432430,0,0,34573735,770647,9291650,43865385,0,0
cf_b,2048,1,sieve,never,,1,0,0,0,false,737911396,652637204,0,2775642,45745872,19522225,17230453,62976325,0,0
cf_c,2048,1,lru,never,,1,0,0,0,false,585034315,473764905,0,2769338,69164776,19050015,20285281,89450057,0,0
cf_b,2048,1,fifo,never,,1,0,0,0,false,737911396,647543080,0,2724921,45745872,17535519,24362004,70107876,0,0
cf_b,2048,1,arc,never,,1,0,0,0,false,737911396,649207882,0,2774361,45745872,21238317,18944964,64690836,0,0
cf_b,2048,1,gdsf,never,,1,0,0,0,false,737911396,662729229,0,2784698,45745872,25312210,1339387,47085259,0,0
fb_c,2048,1,fifo,never,,1,0,0,0,false,96068462,50743907,0,0,34573735,721343,10029477,44603212,0,0
fb_c,2048,1,arc,never,,1,0,0,0,false,96068462,46980277,0,0,34573735,741618,13772832,48346567,0,0
wm_t,2048,1,sieve,never,,1,0,0,0,false,197819321,150948566,0,0,17895056,28975699,0,17895056,0,0
wm_t,2048,1,fifo,never,,1,0,0,0,false,197819321,150948566,0,0,17895056,28975699,0,17895056,0,0
wm_t,2048,1,arc,never,,1,0,0,0,false,197819321,150948566,0,0,17895056,28975699,0,17895056,0,0
fb_b,2048,1,gdsf,never,,1,0,0,0,false,102876031,61769129,0,0,36942103,2960730,1204069,38146172,0,0
fb_c,2048,1,gdsf,never,,1,0,0,0,false,96068462,59475357,0,0,34573735,1372197,647173,35220908,0,0
cf_d,2048,1,gdsf,never,,1,0,0,0,false,633171872,525793141,0,3734700,74905308,26747424,1991299,76896607,0,0
cf_g,2048,1,gdsf,never,,1,0,0,0,false,305423259,257954554,0,443024,30637283,16007004,381394,31018677,0,0
cf_f,2048,1,gdsf,never,,1,0,0,0,false,390182208,340368384,0,1587159,32923596,14987091,315978,33239574,0,0
cf_h,2048,1,gdsf,never,,1,0,0,0,false,322920612,277145278,0,775570,29307352,15355849,336563,29643915,0,0
wm_t,2048,1,lru,never,,1,0,0,0,false,197819321,150948566,0,0,17895056,28975699,0,17895056,0,0
wm_t,2048,1,gdsf,never,,1,0,0,0,false,197819321,150948566,0,0,17895056,28975699,0,17895056,0,0
wm_u,2048,1,sieve,never,,1,0,0,0,false,2656114237,2430164546,0,0,49718043,134011624,42220024,91938067,0,0
wm_u,2048,1,fifo,never,,1,0,0,0,false,2656114237,2414599275,0,0,49718043,104712202,87084717,136802760,0,0
wm_u,2048,1,arc,never,,1,0,0,0,false,2656114237,2428277968,0,0,49718043,153684599,24433627,74151670,0,0
wm_u,2048,1,lru,never,,1,0,0,0,false,2656114237,2430789432,0,0,49718043,136730475,38876287,88594330,0,0
wm_u,2048,1,gdsf,never,,1,0,0,0,false,2656114237,2430642188,0,0,49718043,173621891,2132115,51850158,0,0
